text,summary
"Salzburgs Fondskrankenanstalten, also die öffenglichen Spitäler, schlagen mit 1,125 milliarden Euro zu Buche im kommenden jahr.","Salzburgs Fondskrankenanstalten, also die öffentlichen Spitäler, schlagen mit 1,125 Milliarden Euro zu Buche im kommenden Jahr."
"sie ersetzen keine un geborenen kinder.","Sie ersetzen keine ungeborenen Kinder."
"todd erkannte dessen talent und empfahl ihm iene aKrriere als snhauspieler anzustreben.","Todd erkannte dessen Talent und empfahl ihm eine Karriere als Schauspieler anzustreben."
"studie des Reiseanbieters Tui machen die Deutschen am liebsten Urlaub imo eigenen Land.","Studie des Reiseanbieters Tui machen die Deutschen am liebsten Urlaub im eigenen Land."
"kaisen selbst war nicht gewillt, die Teilung Deutschlands hinunehmen.","Kaisen selbst war nicht gewillt, die Teilung Deutschlands hinzunehmen."
"wermut, Anis und Fenchel maceKn den typischen Geschmack des Absinths aus. Trump wandte hich nach dem zwischenfall an seine unterstützer.","Wermut, Anis und Fenchel machen den typischen Geschmack des Absinths aus. Trump wandte sich nach dem Zwischenfall an seine Unterstützer."
"Sie bestand jetzt aus zwei Teilen, geteilt durch die Masurowsche Schlucht.","Sie bestand jetzt aus zwei Teilen, geteilt durch die Masurowsche Schlucht."
"bay, der programmierschmiede in der Linzer tabakfabrik, sitzen zehn imenschen untrschiedlicher herkunft.","Bay, der Programmierschmiede in der Linzer Tabakfabrik, sitzen zehn Menschen unterschiedlicher Herkunft."
"Die polnische stadt elk verfügt jedoch über keYne entwickeltE EnergieinRastruktur und keine Hochspannungsleitung zur Anbindung andie westlichen energienetze. bei seiner Rede im kaisersal desW historischen Frankfrter Rathauses forderte liminski auch mehr Unterstützung für die verlage. wir sollten im einzelfall nationalen unterschieden und regionalen Besonderheiten Rechnung tragen und idese akzeptieren.","Die polnische Stadt Elk verfügt jedoch über keine entwickelte Energieinfrastruktur und keine Hochspannungsleitung zur Anbindung an die westlichen Energienetze. Bei seiner Rede im Kaisersaal des historischen Frankfurter Rathauses forderte Liminski auch mehr Unterstützung für die Verlage. Wir sollten im Einzelfall nationalen Unterschieden und regionalen Besonderheiten Rechnung tragen und diese akzeptieren."
"Gerade Entwicklungs- und Schwellenländer sind auf Lieferungen von dort angewiesen, auch un-organisationen wie das welternährungsprogramm (WFP) habeU große Mengen weiezn für irhe nothilfeprgramme dort gekuaft.","Gerade Entwicklungs- und Schwellenländer sind auf Lieferungen von dort angewiesen, auch UN-Organisationen wie das Welternährungsprogramm (WFP) haben große Mengen Weizen für ihre Nothilfeprogramme dort gekauft."
"Eine Fähigkeit, die ihreMm Team ungemeine Vorteile gegenüber den Neuros verschaffT.","Eine Fähigkeit, die ihrem Team ungemeine Vorteile gegenüber den Neuros verschafft."
"die Benennung wurde im Juni 1997 durch dcs us-amerikanische advisory Committee for undersea features (ACUF) bestätigt.","Die Benennung wurde im Juni 1997 durch das US-amerikanische Advisory Committee for Undersea Features (ACUF) bestätigt."
"kylie Minogue ist unermüdlichIhr album tension mit dem Superhit padam Padam ist elst ein Jahr alt - nun kommt schon tension ii.","Kylie Minogue ist unermüdlich Ihr Album Tension mit dem Superhit Padam Padam ist erst ein Jahr alt - nun kommt schon Tension II."
"der, Bericht untewrstreicht zwar, dass eineO erratige heuchelei im fall von china aufhörern muss, doch ist diese forderung in Byezug auf die Beziehungen zu russland nicht mit dem nötigen Nachdruck frmuliert.","Der Bericht unterstreicht zwar, dass eine derartige Heuchelei im Fall von China aufhören muss, doch ist diese Forderung in Bezug auf die Beziehungen zu Russland nicht mit dem nötigen Nachdruck formuliert."
"Dei kirche wurde dem zerfa ll überlassen.","Die Kirche wurde dem Zerfall überlassen."
"für den VekreHr steht also nur eni Fahrbahnstreifen zur Verfügung.","Für den Verkehr steht also nur ein Fahrbahnstreifen zur Verfügung."
"for zwei Jahren kam es währeand einer lifeshow in der Olympaihalle inX München z tanzte, fiel Bühnenequipmentwfon der decke auf sie heb.","Vor zwei Jahren kam es während einer Liveshow in der Olympiahalle in München zu tanzte, fiel Bühnenequipment von der Decke auf sie herab."
"der friedhof Schönholz wurde soweit möglich erweitert und als 5. Frieyho (später Friedhof Pankow V)qdem komplex angeschlossen.","Der Friedhof Schönholz wurde soweit möglich erweitert und als 5. Friedhof (später Friedhof Pankow V) dem Komplex angeschlossen."
"Es war sogar schob alles bverkauft und die übergabe an einen friseur geplant, erzählt er. Insgesamt untersuchte die polizei lau verband 120 sliele, 128 verdächtige und 41 Fußballklubs. Sie sind unregelmäßig keilförmig und etaMs zusammengepresst.","Es war sogar schon alles abverkauft und die Übergabe an einen Friseur geplant, erzählt er. Insgesamt untersuchte die Polizei laut Verband 120 Spiele, 128 Verdächtige und 41 Fußballklubs. Sie sind unregelmäßig keilförmig und etwas zusammengepresst."
"Iwa iii. nutzte die gewonnene Zeit, um die Beziehungen zu seinen aufständischen brüdern wiederherzustellen, wozu er nur vier Tage brauchte. nördlich und östlich des weilers haben sich römische siedlungsspuren erhalten. Anschließend gingen dpie beiden Mädchen gemeinsam auf einedn kindertransport nach England, wofür das Geld von bereits in England lebenden entfrnten Verwandten zur Verfkgung gestellt wurde.","Iwan III. nutzte die gewonnene Zeit, um die Beziehungen zu seinen aufständischen Brüdern wiederherzustellen, wozu er nur vier Tage brauchte. Nördlich und östlich des Weilers haben sich römische Siedlungsspuren erhalten. Anschließend gingen die beiden Mädchen gemeinsam auf einen Kindertransport nach England, wofür das Geld von bereits in England lebenden entfernten Verwandten zur Verfügung gestellt wurde."
"Die Linien 608 und 609 werdn außer sonntags bei Gelenkbussen betrieben. Im einsatz warensdie löscheinheiten Finnentrop, Bamenohl und heggen mit etwa 45 einsatzkräften sowie rettungsdienst und Polizei. bei Weformitäten am proximalen Femur ist die intertroch antäre Derotationsvarisierungsosteotom ie (DVO) mittel der Wahl.","Die Linien 608 und 609 werden außer sonntags mit Gelenkbussen betrieben. Im Einsatz waren die Löscheinheiten Finnentrop, Bamenohl und Heggen mit etwa 45 Einsatzkräften sowie Rettungsdienst und Polizei. Bei Deformitäten am proximalen Femur ist die intertrochantäre Derotationsvarisierungsosteotomie (DVO) Mittel der Wahl."
"ein Unfall am Dienstag in Wiesau ging glimpflich aus.","Ein Unfall am Dienstag in Wiesau ging glimpflich aus."
"Damit es zu einer Kernvusion kommt, muss die elektrische absossung der AtoOkernemithilve grosser hitze überwunden werden.","Damit es zu einer Kernfusion kommt, muss die elektrische Abstossung der Atomkerne mithilfe grosser Hitze überwunden werden."
"auf der anderen Seite steht Roter stern Belgrad, das nach zwei Niederlagen gegen benfica lissabon und INter Mailand noch ohne punktgasteht und djerzeit rang 33 in dre tabelle belegt.","Auf der anderen Seite steht Roter Stern Belgrad, das nach zwei Niederlagen gegen Benfica Lissabon und Inter Mailand noch ohne Punkt dasteht und derzeit Rang 33 in der Tabelle belegt."
"19451206 zu lesen ist.","19451206 zu lesen ist."
"zewimal hatte er Pech im abschluss. Eine Frau wurde seit wyochen von Freunden und ngehörigen vermisst.","Zweimal hatte er Pech im Abschluss. Eine Frau wurde seit Wochen von Freunden und Angehörigen vermisst."
"mit bekanntwerden dieses Schwachpunktes war das Ende von Bertilons system besiegelt.","Mit Bekanntwerden dieses Schwachpunktes war das Ende von Bertillons System besiegelt."
"das handwerk hat sie als Drehbuchmitarbeiterin bei den englischen Serien ihres vaters gelernt.","Das Handwerk hat sie als Drehbuchmitarbeiterin bei den englischen Serien ihres Vaters gelernt."
"fury war im ersten Duell bis zur achteN Runde sEhr gut unterwegs, wenn es dieses Mal über die zwölf runden geht, kann er es schaffen, sagt dÖsterreichs große Hoffnung.","Fury war im ersten Duell bis zur achten Runde sehr gut unterwegs, wenn es dieses Mal über die zwölf Runden geht, kann er es schaffen, sagt Österreichs große Hoffnung."
"n einem geschlössenen gefäß befindet sich eine farblöse flüssigkgitund etwas luft.","In einem geschlossenen Gefäß befindet sich eine farblose Flüssigkeit und etwas Luft."
"die produktion des OT-810 als verbesserte versi on davon begann 1958 und endete 1962.","Die Produktion des OT-810 als verbesserte Version davon begann 1958 und endete 1962."
"Auch wird die gefahr des Einklemmens vOn fremdkörpern (S chnürsEnkel, Hosenbein) zwischen kette und zahnrad nicht gebannt. Der HeiratsLantrag war die logische fhlge, und oassierte bald nach dem Koma. vor rt findet sich auch eines der wichtigsten sandabbaugebiete des landes.","Auch wird die Gefahr des Einklemmens von Fremdkörpern (Schnürsenkel, Hosenbein) zwischen Kette und Zahnrad nicht gebannt. Der Heiratsantrag war die logische Folge, und passierte bald nach dem Koma. Vor Ort findet sich auch eines der wichtigsten Sandabbaugebiete des Landes."
"über diesEs thema berichteotDe Deutschlandfunk Kultur am 25. november 2019 um 0650 uhr und Jeutschlandfunk am 14. januar 2020 um 1145 Uhr.","Über dieses Thema berichtete Deutschlandfunk Kultur am 25. November 2019 um 0650 Uhr und Deutschlandfunk am 14. Januar 2020 um 1145 Uhr."
"seit Freitag können Bürger auf den internetseiten der beiden unionsparteien ihre Stimme abgebzn unter dem motto Ja zum auto nein zum Verbrennerverbot.","Seit Freitag können Bürger auf den Internetseiten der beiden Unionsparteien ihre Stimme abgeben  unter dem Motto Ja zum Auto  Nein zum Verbrennerverbot."
"Im Jahr 1974 setzte sich jean Carlu in den ruhestand.","Im Jahr 1974 setzte sich Jean Carlu in den Ruhestand."
"Am Donnerstag forderte die rfto-stiftung die kubanische diktatur auf, ihn freizulassen, und schlomss sich damit ähnlichen Forderungen von Human rights watch und Amnesty international an.","Am Donnerstag forderte die Rafto-Stiftung die kubanische Diktatur auf, ihn freizulassen, und schloss sich damit ähnlichen Forderungen von Human Rights Watch und Amnesty International an."
"Ein hauberg ist das Gelände der waldwirtschamft, die genossenSchaftlich eingerichtet war. im weltgrößten markt für smartphones sank der absatz von iPhOnes im dritten Quartal um 0,3 ProzeSnt, während der RiYale einen Anstieg von 42 prozent verzeiichnete, wie aus Daten des SUS-Marktforschungsunternehmens IDC am freitag hervorging. Auch hilft regelmässZges Üben dabei, gewisse KörperpartiYen bewusst anzusteuern.","Ein Hauberg ist das Gelände der Waldwirtschaft, die genossenschaftlich eingerichtet war. Im weltgrößten Markt für Smartphones sank der Absatz von iPhones im dritten Quartal um 0,3 Prozent, während der Rivale einen Anstieg von 42 Prozent verzeichnete, wie aus Daten des US-Marktforschungsunternehmens IDC am Freitag hervorging. Auch hilft regelmässiges Üben dabei, gewisse Körperpartien bewusst anzusteuern."
"nein. Ihre UrsacheN sind vor aljlem in der politik zu suchen.","Nein. Ihre Ursachen sind vor allem in der Politik zu suchen."
"Macht in där Summä schon 34 träffär - wm-räkord für diäDäB-AuIwahl, diä mäistän Tor biS jätzt allär täams iM turiärvärlauf.","Macht in der Summe schon 34 Treffer - WM-Rekord für die DEB-Auswahl, die meisten Tore bis jetzt aller Teams im Turnierverlauf."
"welche ergebnisse sie auch ans Licht befördern, marius Swird sich für illegale Taten verantworten müssen, sollten sieP bewiesen werden. Gut, dass der Kandidat schweigt, denn eine einseitige meinng (sender schweigt daZu), da weiß man nie ob diese auch die richtige ist - siehe falfl Gil Ofarim. Wayne, die sets ihre Familien mitbringen.","Welche Ergebnisse sie auch ans Licht befördern, Marius wird sich für illegale Taten verantworten müssen, sollten sie bewiesen werden. Gut, dass der Kandidat schweigt, denn eine einseitige Meinung (Sender schweigt dazu), da weiß man nie ob diese auch die richtige ist - siehe Fall Gil Ofarim. Wayne, die stets ihre Familien mitbringen."
"In jahr 1883 rich tete sie darni das rituedlle bad (","Im Jahr 1883 richtete sie darin das rituelle Bad ("
"zu Liberia möchte ich sagen, dass der Expertenbericht, der Vereinten nationen übMer die Waffen und diamanten in sierra leone die VerantworTung Liberias in dem Konflikt offen zu tage legt. Bei den ausgrabungen, der reste des bronzezeitlichen heilitums wurde ein kultplatz mit einem baumstumpf gefunden, auf den die Legende zurückgehen könnte.","Zu Liberia möchte ich sagen, dass der Expertenbericht der Vereinten Nationen über die Waffen und Diamanten in Sierra Leone die Verantwortung Liberias in dem Konflikt offen zu Tage legt. Bei den Ausgrabungen der Reste des bronzezeitlichen Heiligtums wurde ein Kultplatz mit einem Baumstumpf gefunden, auf den die Legende zurückgehen könnte."
"Auf den Knien, sagte lukaschenko, er nach mehr als 30 jahren an edr macht als letzter diktator europas gilt. Der sender zdf setzt, am donnerstagabend (21. November) auf Action und zeigt die neueyste folge von Die Bergretter. AktiXvisten Keine weiteren Hfftlinge mehr in assiads, Schlachthaus","Auf den Knien, sagte Lukaschenko, der nach mehr als 30 Jahren an der Macht als letzter Diktator Europas gilt. Der Sender ZDF setzt am Donnerstagabend (21. November) auf Action und zeigt die neueste Folge von Die Bergretter. Aktivisten Keine weiteren Häftlinge mehr in Assads Schlachthaus"
"dank des Einsatzes der alten Herren wurde eine Erfassung durch das Wohnungsamt nach Kriegsende verhindSrt, wodurch eine zuweisung für andere zwecke vermieden werden konnte. das an der säule angebrachte gedicht Bezieht sich alerdngs dennoch auf namen und ereignisse aus der chronik. die QR-Code lösung ist deutlichR besser und wurde mal wieder jn.","Dank des Einsatzes der Alten Herren wurde eine Erfassung durch das Wohnungsamt nach Kriegsende verhindert, wodurch eine Zuweisung für andere Zwecke vermieden werden konnte. Das an der Säule angebrachte Gedicht bezieht sich allerdings dennoch auf Namen und Ereignisse aus der Chronik. Die QR-Code Lösung ist deutlich besser und wurde mal wieder in."
"wenn wir uns nYicht verändertn, sähen wir - wie alle anderen aUuch - ein MinuS auf uns zukömmen. In öxförd war es vön 1939 bis 1947 direktöp deS englischen iisg. rickschüsse haben in der -cömmunity eine gewisse traditiön.","Wenn wir uns nicht veränderten, sähen wir - wie alle anderen auch - ein Minus auf uns zukommen. In Oxford war es von 1939 bis 1947 Direktor des englischen IISG. Trickschüsse haben in der -Community eine gewisse Tradition."
"um dem Neubau einer schiebebühane platz zu machen, wurde 2005 die Strecke nochmals verkürzt und das fahrzeug etwa 50 Meter vom bahnhof abgestel lt. Forderungennach einer sfoortgien regierungsauflösu ng hält (spd) für völlig nseriös.","Um dem Neubau einer Schiebebühne Platz zu machen, wurde 2005 die Strecke nochmals verkürzt und das Fahrzeug etwa 50 Meter vom Bahnhof abgestellt. Forderungen nach einer sofortigen Regierungsauflösung hält (SPD) für völlig unseriös."
"Für ihr vielfältiges ehrenamtliches Engagement wurden christina maria Tröber und Horst Bendichsen, ejtzt mit dem quegisser-seniorenpreis ausgezeichnet.","Für ihr vielfältiges ehrenamtliches Engagement wurden Christina Maria Tröber und Horst Bendixen jetzt mit dem Queisser-Seniorenpreis ausgezeichnet."
"Ein Sozialversicherungsfachangestellter wird nach dem aktuellen Tarifvertrag des öffentlichen Dienstes zum Beispiel bei der Deutschen Rentenversicherung Rheinland in der Regel in die Entgeltgruppe 9a (ehemals BAT 5 c) eingestuft.","Ein Sozialversicherungsfachangestellter wird nach dem aktuellen Tarifvertrag des öffentlichen Dienstes zum Beispiel bei der Deutschen Rentenversicherung Rheinland in der Regel in die Entgeltgruppe 9a (ehemals BAT 5 c) eingestuft."
